"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","CTX_LH_POSTCENTRAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-postcentral","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_POSTCENTRAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-postcentral ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_POSTERIORCINGULATE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-posteriorcingulate","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_POSTERIORCINGULATE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-posteriorcingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_PRECENTRAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-precentral","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_PRECENTRAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-precentral ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_PRECUNEUS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-precuneus","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_PRECUNEUS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-precuneus ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_ROSTRALANTERIORCINGULATE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-rostralanteriorcingulate","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_ROSTRALANTERIORCINGULATE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-rostralanteriorcingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_ROSTRALMIDDLEFRONTAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-rostralmiddlefrontal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_ROSTRALMIDDLEFRONTAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-rostralmiddlefrontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPERIORFRONTAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-superiorfrontal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPERIORFRONTAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-superiorfrontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPERIORPARIETAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-superiorparietal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPERIORPARIETAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-superiorparietal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPERIORTEMPORAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-superiortemporal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPERIORTEMPORAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-superiortemporal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPRAMARGINAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-supramarginal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_SUPRAMARGINAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-supramarginal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_TEMPORALPOLE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-temporalpole","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_TEMPORALPOLE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-temporalpole ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_TRANSVERSETEMPORAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-transversetemporal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_TRANSVERSETEMPORAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-transversetemporal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_UNKNOWN","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-unknown","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_LH_UNKNOWN_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-lh-unknown ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_BANKSSTS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-bankssts","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_BANKSSTS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-bankssts ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_CAUDALANTERIORCINGULATE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-caudalanteriorcingulate","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_CAUDALANTERIORCINGULATE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-caudalanteriorcingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_CAUDALMIDDLEFRONTAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-caudalmiddlefrontal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_CAUDALMIDDLEFRONTAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-caudalmiddlefrontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_CUNEUS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-cuneus","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_CUNEUS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-cuneus ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ENTORHINAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-entorhinal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ENTORHINAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-entorhinal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_FRONTALPOLE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-frontalpole","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_FRONTALPOLE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-frontalpole ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_FUSIFORM","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-fusiform","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_FUSIFORM_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-fusiform ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_INFERIORPARIETAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-inferiorparietal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_INFERIORPARIETAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-inferiorparietal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_INFERIORTEMPORAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-inferiortemporal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_INFERIORTEMPORAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-inferiortemporal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_INSULA","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-insula","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_INSULA_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-insula ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ISTHMUSCINGULATE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-isthmuscingulate","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ISTHMUSCINGULATE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-isthmuscingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_LATERALOCCIPITAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-lateraloccipital","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_LATERALOCCIPITAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-lateraloccipital ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_LATERALORBITOFRONTAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-lateralorbitofrontal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_LATERALORBITOFRONTAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-lateralorbitofrontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_LINGUAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-lingual","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_LINGUAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-lingual ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_MEDIALORBITOFRONTAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-medialorbitofrontal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_MEDIALORBITOFRONTAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-medialorbitofrontal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_MIDDLETEMPORAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-middletemporal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_MIDDLETEMPORAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-middletemporal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARACENTRAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-paracentral","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARACENTRAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-paracentral ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARAHIPPOCAMPAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parahippocampal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARAHIPPOCAMPAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parahippocampal ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARSOPERCULARIS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parsopercularis","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARSOPERCULARIS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parsopercularis ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARSORBITALIS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parsorbitalis","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARSORBITALIS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parsorbitalis ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARSTRIANGULARIS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parstriangularis","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PARSTRIANGULARIS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-parstriangularis ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PERICALCARINE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-pericalcarine","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PERICALCARINE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-pericalcarine ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_POSTCENTRAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-postcentral","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_POSTCENTRAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-postcentral ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_POSTERIORCINGULATE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-posteriorcingulate","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_POSTERIORCINGULATE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-posteriorcingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PRECENTRAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-precentral","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PRECENTRAL_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-precentral ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PRECUNEUS","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-precuneus","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_PRECUNEUS_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-precuneus ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ROSTRALANTERIORCINGULATE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-rostralanteriorcingulate","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ROSTRALANTERIORCINGULATE_SIZE","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-rostralanteriorcingulate ROI size in mm^3","-4","-4","N","","0","-4","-4","-4","mm^3","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
"","CTX_RH_ROSTRALMIDDLEFRONTAL","UCBERKELEYAV45","UC Berkeley - AV45 analysis","-4","ctx-rh-rostralmiddlefrontal","-4","-4","N","","4","-4","-4","-4","av45 uptake - subregion","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2016-06-21 10:47:24.0"
